ID,fromaccount,toaccount,syscode,month,timestamp,amount
1548400,B46648,1000098,26,201409,2014/9/30 14:56,520
1553496,D76648,1000098,26,201409,2014/9/30 12:34,300
1557145,D39172,1000098,26,201409,2014/9/30 13:29,1120
1563529,A40675,1000098,26,201409,2014/9/30 16:32,800
1733846,E22956,1000098,26,201410,2014/10/6 12:50,460
1736397,B55359,1000098,26,201410,2014/10/6 14:50,1220
1738888,B46805,1000098,26,201410,2014/10/6 12:18,120
1771251,E41125,1000098,26,201410,2014/10/7 11:57,1440
1815213,E78187,1000098,26,201410,2014/10/8 14:25,120
1830618,A32762,1000098,26,201410,2014/10/8 14:25,280
1858625,E77226,1000098,26,201410,2014/10/8 15:06,1280
1858902,B73083,1000098,26,201410,2014/10/8 16:28,1000
1859211,D77743,1000098,26,201410,2014/10/8 16:56,150
1859853,B38961,1000098,26,201410,2014/10/8 14:48,300
1859883,D46555,1000098,26,201410,2014/10/8 15:08,500
1860383,C34496,1000098,26,201410,2014/10/8 17:22,920
1862367,E44270,1000098,26,201410,2014/10/8 15:28,780
1865171,E60692,1000098,26,201410,2014/10/8 15:24,2400
1865197,E43538,1000098,26,201410,2014/10/8 12:22,1030
1869100,E64610,1000098,26,201410,2014/10/8 12:09,720
1869265,B72750,1000098,26,201410,2014/10/8 15:33,500
1869272,A31180,1000098,26,201410,2014/10/8 15:33,620
1869377,E67858,1000098,26,201410,2014/10/8 9:11,800
1869683,B61618,1000098,26,201410,2014/10/8 12:34,300
1871235,E43905,1000098,26,201410,2014/10/8 16:39,1600
1875531,A62524,1000098,26,201410,2014/10/8 18:03,3150
1876226,B59712,1000098,26,201410,2014/10/8 9:28,330
1877070,A66624,1000098,26,201410,2014/10/8 18:29,220
1878021,A46901,1000098,26,201410,2014/10/8 11:58,120
1883298,B74399,1000098,26,201410,2014/10/9 11:38,1860
1884017,A77483,1000098,26,201410,2014/10/9 13:18,540
1884629,E23909,1000098,26,201410,2014/10/9 14:46,400
1885348,B74308,1000098,26,201410,2014/10/9 16:39,500
1886830,B68208,1000098,26,201410,2014/10/9 16:29,1100
1890622,A67346,1000098,26,201410,2014/10/9 8:07,530
1893789,A42239,1000098,26,201410,2014/10/9 18:30,10800
1894578,E18416,1000098,26,201410,2014/10/9 16:13,730
1894635,AD7081,1000098,26,201410,2014/10/9 13:27,540
1894646,A38209,1000098,26,201410,2014/10/9 13:29,1200
1895183,D71470,1000098,26,201410,2014/10/9 18:39,600
1898359,A61275,1000098,26,201410,2014/10/9 12:16,1040
1939959,E50770,1000098,26,201410,2014/10/9 12:34,340
1955308,C26432,1000098,26,201410,2014/10/10 12:37,410
1956233,A75168,1000098,26,201410,2014/10/10 16:50,1210
1956344,D63871,1000098,26,201410,2014/10/10 11:39,240
1958470,A56583,1000098,26,201410,2014/10/10 17:47,400
1959438,C73474,1000098,26,201410,2014/10/10 19:24,320
1959564,C78311,1000098,26,201410,2014/10/10 17:13,180
1959980,C27747,1000098,26,201410,2014/10/10 16:05,630
1960013,A48002,1000098,26,201410,2014/10/10 15:46,860
1961867,E73141,1000098,26,201410,2014/10/10 19:04,420
1963573,B52983,1000098,26,201410,2014/10/10 15:05,170
1963575,A64800,1000098,26,201410,2014/10/10 15:06,960
1967068,A18325,1000098,26,201410,2014/10/10 15:50,460
1967489,A51282,1000098,26,201410,2014/10/10 9:16,1020
1968660,E66295,1000098,26,201410,2014/10/10 14:41,140
1971667,A51723,1000098,26,201410,2014/10/10 13:50,600
1973622,A70669,1000098,26,201410,2014/10/10 18:30,240
1973631,D64648,1000098,26,201410,2014/10/10 18:35,440
1974069,B65662,1000098,26,201410,2014/10/10 19:01,270
1974207,C71708,1000098,26,201410,2014/10/10 9:07,240
1978672,A60326,1000098,26,201410,2014/10/10 19:35,700
1979025,E73230,1000098,26,201410,2014/10/10 16:49,830
1979433,D52210,1000098,26,201410,2014/10/10 12:15,300
1980699,A72120,1000098,26,201410,2014/10/10 13:24,1480
1981077,B60820,1000098,26,201410,2014/10/10 15:40,1100
1982781,D45023,1000098,26,201410,2014/10/10 10:35,1870
2022368,A62027,1000098,26,201410,2014/10/10 18:16,330
2022378,C44402,1000098,26,201410,2014/10/10 18:16,630
2022513,D68093,1000098,26,201410,2014/10/10 19:47,220
2025012,D75190,1000098,26,201410,2014/10/10 18:15,580
2026128,A30884,1000098,26,201410,2014/10/11 14:16,330
2026250,B25052,1000098,26,201410,2014/10/11 15:45,540
2026558,C24472,1000098,26,201410,2014/10/11 12:22,1300
2026810,B58764,1000098,26,201410,2014/10/11 15:09,2550
2026971,D27625,1000098,26,201410,2014/10/11 16:44,1960
2027351,E67746,1000098,26,201410,2014/10/11 10:24,220
2027609,C61761,1000098,26,201410,2014/10/11 11:54,660
2027676,B45451,1000098,26,201410,2014/10/11 11:57,1090
2028851,D30388,1000098,26,201410,2014/10/11 17:53,140
2028877,B39389,1000098,26,201410,2014/10/11 13:20,1490
2029515,D74012,1000098,26,201410,2014/10/11 11:39,550
2030008,E75657,1000098,26,201410,2014/10/11 12:04,110
2031340,A52997,1000098,26,201410,2014/10/11 8:58,500
2032190,C47187,1000098,26,201410,2014/10/11 9:35,330
2046225,C47187,1000098,26,201410,2014/10/11 9:47,110
2054430,E37444,1000098,26,201410,2014/10/11 11:08,440
2056982,B31590,1000098,26,201410,2014/10/11 9:28,350
2062213,C50861,1000098,26,201410,2014/10/11 19:17,750
2084784,B52481,1000098,26,201410,2014/10/11 15:57,600
2094278,B41632,1000098,26,201410,2014/10/12 18:11,1890
2191038,A48982,1000098,26,201410,2014/10/13 10:03,2900
2192140,B54521,1000098,26,201410,2014/10/13 16:38,390
2193345,E71805,1000098,26,201410,2014/10/13 17:46,260
2194197,D69363,1000098,26,201410,2014/10/13 17:49,780
2194910,B62043,1000098,26,201410,2014/10/13 16:37,990
2195394,E60949,1000098,26,201410,2014/10/13 9:15,480
2195399,B59567,1000098,26,201410,2014/10/13 9:16,240
2195429,B63555,1000098,26,201410,2014/10/13 8:50,360
2196072,A72016,1000098,26,201410,2014/10/13 14:31,840
2196073,B78529,1000098,26,201410,2014/10/13 14:31,120
2196873,A71939,1000098,26,201410,2014/10/13 13:12,400
2198080,B27461,1000098,26,201410,2014/10/13 16:08,620
2203464,B39227,1000098,26,201410,2014/10/13 16:20,720
2203567,B42853,1000098,26,201410,2014/10/13 10:14,360
2203575,B68365,1000098,26,201410,2014/10/13 11:17,3300
2205802,D38951,1000098,26,201410,2014/10/13 14:18,120
2210545,D64965,1000098,26,201410,2014/10/13 14:25,120
2211156,B33645,1000098,26,201410,2014/10/13 8:33,120
2212822,E41382,1000098,26,201410,2014/10/13 9:12,3060
2212841,E74273,1000098,26,201410,2014/10/13 9:25,640
2214008,E71805,1000098,26,201410,2014/10/13 18:10,130
2214163,A70857,1000098,26,201410,2014/10/13 14:47,820
2214166,C44000,1000098,26,201410,2014/10/13 14:49,2250
2215597,E77152,1000098,26,201410,2014/10/13 12:07,120
2217955,C40313,1000098,26,201410,2014/10/13 13:58,1760
2219073,D62352,1000098,26,201410,2014/10/13 19:52,280
2219123,A36532,1000098,26,201410,2014/10/13 18:40,640
2227930,E40778,1000098,26,201410,2014/10/14 18:44,280
2234374,E41171,1000098,26,201410,2014/10/14 15:19,120
2250735,A57283,1000098,26,201410,2014/10/14 12:25,3740
2258271,A75662,1000098,26,201410,2014/10/14 9:36,130
2281037,C79218,1000098,26,201410,2014/10/14 17:43,1450
2281366,B68940,1000098,26,201410,2014/10/14 18:34,140
2282174,C48143,1000098,26,201410,2014/10/14 15:35,130
2283235,D39875,1000098,26,201410,2014/10/14 11:36,360
2283262,B27461,1000098,26,201410,2014/10/14 11:41,390
2283557,B60486,1000098,26,201410,2014/10/14 18:07,450
2284317,E62826,1000098,26,201410,2014/10/14 11:23,320
2284367,D74686,1000098,26,201410,2014/10/14 9:59,130
2286278,E31012,1000098,26,201410,2014/10/14 16:50,1550
2286525,E63887,1000098,26,201410,2014/10/14 8:59,1200
2287307,C79723,1000098,26,201410,2014/10/14 15:49,5400
2288777,B68189,1000098,26,201410,2014/10/14 15:52,140
2289904,C78533,1000098,26,201410,2014/10/14 16:22,120
2290240,D58272,1000098,26,201410,2014/10/14 15:42,500
2290995,C47138,1000098,26,201410,2014/10/14 15:26,870
2294263,B75869,1000098,26,201410,2014/10/15 15:37,660
2294474,C61386,1000098,26,201410,2014/10/15 10:01,140
2297589,D50355,1000098,26,201410,2014/10/15 12:13,750
2298014,A74420,1000098,26,201410,2014/10/15 11:50,1350
2299631,C49543,1000098,26,201410,2014/10/15 10:38,140
2301170,D43542,1000098,26,201410,2014/10/15 15:39,500
2304271,D31608,1000098,26,201410,2014/10/15 18:18,420
2304511,C40512,1000098,26,201410,2014/10/15 8:43,150
2310174,D47841,1000098,26,201410,2014/10/15 11:53,500
2311905,D17082,1000098,26,201410,2014/10/15 11:46,140
2313562,A62423,1000098,26,201410,2014/10/15 17:43,1900
2317486,C49096,1000098,26,201410,2014/10/15 11:13,1110
2319313,E49254,1000098,26,201410,2014/10/15 10:57,950
2333278,C42987,1000098,26,201410,2014/10/15 11:45,650
2339002,B15342,1000098,26,201410,2014/10/15 19:20,300
2340705,A42408,1000098,26,201410,2014/10/15 17:49,650
2347882,D46231,1000098,26,201410,2014/10/15 19:52,900
2356384,C59012,1000098,26,201410,2014/10/15 14:46,1320
2362341,B48892,1000098,26,201410,2014/10/15 12:02,2240
2365627,E60682,1000098,26,201410,2014/10/16 20:16,160
2366269,D43537,1000098,26,201410,2014/10/16 11:20,770
2366275,C39512,1000098,26,201410,2014/10/16 11:24,530
2366889,C39731,1000098,26,201410,2014/10/16 16:11,2240
2367342,C73152,1000098,26,201410,2014/10/16 12:48,380
2367436,D78239,1000098,26,201410,2014/10/16 15:32,1080
2368296,D68725,1000098,26,201410,2014/10/16 10:41,500
2368524,E37476,1000098,26,201410,2014/10/16 11:59,910
2368525,B40592,1000098,26,201410,2014/10/16 11:59,240
2369973,A74552,1000098,26,201410,2014/10/16 12:07,150
2373709,B62191,1000098,26,201410,2014/10/16 16:42,1570
2374120,E58887,1000098,26,201410,2014/10/16 11:57,300
2374214,D21563,1000098,26,201410,2014/10/16 14:57,500
2375579,B39977,1000098,26,201410,2014/10/16 11:58,1750
2379501,C32063,1000098,26,201410,2014/10/16 9:27,900
2382826,C36208,1000098,26,201410,2014/10/16 17:12,700
2386309,A72188,1000098,26,201410,2014/10/16 8:49,1530
2386458,E26143,1000098,26,201410,2014/10/16 15:15,2820
2387834,C49576,1000098,26,201410,2014/10/16 15:52,800
2427080,D67452,1000098,26,201410,2014/10/16 18:52,500
2427615,B52212,1000098,26,201410,2014/10/16 14:53,750
2436422,B66999,1000098,26,201410,2014/10/17 17:46,970
2437989,E63726,1000098,26,201410,2014/10/17 18:22,2380
2441121,A46860,1000098,26,201410,2014/10/17 17:25,620
2441147,A52419,1000098,26,201410,2014/10/17 17:20,2360
2441179,D78971,1000098,26,201410,2014/10/17 14:37,870
2441820,C53432,1000098,26,201410,2014/10/17 13:12,830
2441875,E51802,1000098,26,201410,2014/10/17 14:15,640
